"coord.Dim.1"	"coord.Dim.2"	"coord.Dim.3"	"coord.Dim.4"	"coord.Dim.5"	"coord.Dim.6"	"cos2.Dim.1"	"cos2.Dim.2"	"cos2.Dim.3"	"cos2.Dim.4"	"cos2.Dim.5"	"cos2.Dim.6"	"contrib.Dim.1"	"contrib.Dim.2"	"contrib.Dim.3"	"contrib.Dim.4"	"contrib.Dim.5"	"contrib.Dim.6"	"dist"
"6178180"	-2.99069925111432	4.51168312410139	-3.24762282722278	-0.401247544043095	1.80674321677655	0.548753796587741	0.0981697860007548	0.223413565449118	0.115761336195382	0.00176708375640241	0.0358282194893026	0.0033051215531384	0.0149187106504776	0.0481720978997491	0.0295290676481374	0.000598480130178537	0.0164678821338449	0.00174249619011492	9.54517334559186
"6181500"	0.41423561574052	-0.0897517124055794	-2.42483515724673	3.45328921005346	1.28972476104235	1.1157527048135	0.00453175052603989	0.000212743650704762	0.155287164900451	0.314946672352881	0.0439304039117915	0.032878123115822	0.000286207282439381	1.90635539544715e-05	0.0164620154277506	0.044329299153712	0.00839148765100785	0.00720365089808796	6.15338997482161
"6170726"	-3.03930249253378	3.60017088190308	-0.155176455485779	1.10751113814544	-1.53284820236722	1.8371515210547	0.238895314555093	0.335201543372291	0.000622746699768248	0.0317216657531525	0.0607656401355929	0.0872870332857695	0.0154075526125782	0.0306735902054832	6.74171236111354e-05	0.00455954143762768	0.011853406599474	0.0195302010770884	6.21827765805793
"6181502"	-6.76333786926139	4.07078963984183	-1.50929755278482	-0.30899604310182	-1.37676837810248	0.298134199266852	0.515830246899395	0.186871020977385	0.0256882413537604	0.00107668948892618	0.0213750137214156	0.00100232423619805	0.0762970899941737	0.039217120468124	0.00637776187084486	0.000354920265633254	0.00956239433308136	0.000514328222443346	9.41689398926165
"6149599"	-1.24129006417477	2.07458564317662	0.547276230942669	3.15769676447553	-2.18133983877069	-0.193321272368962	0.0362902595055459	0.101369254307494	0.00705434488630324	0.234846644726091	0.112070207962116	0.000880243456286949	0.00256999551345377	0.0101854710176635	0.000838555355558814	0.0370651537575674	0.0240044382157136	0.000216259926465188	6.51595748875879
"6163263"	2.83057537957525	2.61397359624029	1.51227961278098	3.67749407129369	0.720298485424841	0.240727038867233	0.240071894671035	0.204736023161192	0.0685261078022462	0.405224628502133	0.0155459359283891	0.00173636737703188	0.0133639627552959	0.0161704004115957	0.00640298904646908	0.05027231959711	0.00261739873000887	0.000335325444310575	5.77702257779154
"6163259"	2.95168235406937	2.00477420190042	1.07907011940277	3.22276639192272	0.663589958996135	0.21031058806095	0.311660495385106	0.143771713501469	0.041652574703475	0.371535375179791	0.0157522331278417	0.00158221243777561	0.0145319884784765	0.00951150654774751	0.00326000223111792	0.0386084719912659	0.00222149068268185	0.000255940513398476	5.28723654456482
"6181504"	0.407978465666121	-0.0403241819652075	-2.44485669158199	3.50540149599557	1.24027477111985	1.10258108581788	0.00436371051767078	4.26297301427393e-05	0.156706953145791	0.322149148000319	0.0403289830708787	0.0318715017910155	0.000277626096970469	3.84812802948326e-06	0.0167349869869832	0.0456773076199312	0.00776033918286468	0.00703457456681199	6.17602825383544
"6163189"	-1.00824165953377	-1.12949940095091	-0.919675132012026	-0.824341505792245	-1.90790939228616	-1.2277531024178	0.0366234528644668	0.0459623283439007	0.0304718553275465	0.024481856360565	0.131143117382438	0.0543065347225727	0.00169556749808523	0.00301918962874547	0.00236803136667483	0.00252603460770084	0.0183637079004616	0.00872245709264404	5.26847585995714
"6181494"	0.404129647069973	-0.126885788616378	-2.40440459225438	3.43056445482476	1.30397140887948	1.100554565669	0.00433157132856708	0.000427002102746363	0.153327178789455	0.312129785629978	0.0450962246588772	0.0321238217077506	0.000272412624337142	3.81016995079833e-05	0.0161857810618102	0.0437477910041559	0.00857790085629651	0.00700873953945427	6.14041856953754
"6181496"	-7.53194263583694	3.34621803994541	-0.861779211595691	-1.75270701561052	-1.01860980975936	1.54913634290892	0.518661321064995	0.102371325581805	0.00678987660150589	0.0280859103017828	0.00948605335722119	0.0219406323277812	0.0946236756896168	0.0264988394318569	0.00207926858078568	0.0114194085755666	0.00523432389518866	0.0138866038585254	10.4583957762505
"6178276"	-0.221695739720063	-3.05363184536936	-3.29041508526375	1.7497191799998	-0.269226694163794	0.0571947520603013	0.00146485577261796	0.277915983170711	0.322687057688956	0.0912466390812648	0.00216031165656734	9.74972879578055e-05	8.19786008489384e-05	0.0220674287634684	0.0303123731957899	0.0113805084813324	0.00036566308691528	1.89290633472572e-05	5.79241826119017
"6178278"	0.255386786314763	-3.4505741214821	-2.81803200895962	1.8617853304233	0.109044047306956	2.45579876730734e-05	0.00217397142168602	0.396862173123798	0.264696883462983	0.115535698004739	0.000396333615783182	2.01021513481442e-11	0.000108788415981734	0.0281774120502096	0.0222336317160923	0.0128849924943111	5.99858488973925e-05	3.4898142796736e-12	5.47736279860018
"6178112"	0.871822307345371	-0.415120583832684	-1.969175967595	-1.71969265847222	2.40044457631999	-0.678727472624088	0.0274195899163417	0.0062166087872075	0.139885936519271	0.106685814064097	0.207868349181203	0.016618654449638	0.00126777376744676	0.000407818495470825	0.0108564445317029	0.0109932634613066	0.0290688767307745	0.0026656775718103	5.26498937995686
"6178114"	1.54080552057766	-1.32992279749221	-0.661574803794055	-0.200148247490061	2.29772636249693	-0.572860514803236	0.132698831716925	0.098860842944298	0.0244641066318354	0.00223910794623028	0.295099220160296	0.0183429518300246	0.00395987483270072	0.00418573030673823	0.00122539605367421	0.00014891160525713	0.0266343129475002	0.00189895441363917	4.22974588081861
"6174670"	2.7824902261426	-3.46210446651481	-3.09062116280038	-1.6665192240834	1.46828864296216	2.48096735935794	0.0975010755963779	0.150946291723476	0.120291145303452	0.0349754062253102	0.0271496972385673	0.0775147253921011	0.0129137716279713	0.0283660404362403	0.0267429992520473	0.010323943460659	0.0108759640495333	0.035617125158503	8.9110513057143
"7722618"	-3.21606975296243	-0.911528015196048	2.15376101220562	-1.77112192765931	0.957334519665538	0.344124429813051	0.366983314922227	0.0294805405285582	0.164585064585564	0.111299271084953	0.0325179259889095	0.00420171324606964	0.0172518918126836	0.00196633913582992	0.0129871419096435	0.0116606264182977	0.00462351554615536	0.000685247990942822	5.30887255647926
"7717390"	-0.581659407782873	-0.0437434591633878	1.58119456389043	0.863890685908935	-0.337091658553746	1.07132651359564	0.0203350195136108	0.000115009397067955	0.150271874925074	0.0448564255507957	0.00682972302818725	0.0689843833007928	0.000564317242903989	4.52839839596573e-06	0.00699985734310825	0.00277423051956017	0.000573245819135607	0.00664141268855102	4.07893195111951
"7714478"	2.92389127556806	-1.98205978165766	0.960608418631112	0.421660322711852	1.32447773084097	-0.893399339104698	0.409069263797854	0.187978382751201	0.0441537086055661	0.00850745937565441	0.0839389885396363	0.0381914074991311	0.0142596296352953	0.00929719370890568	0.00258351710253472	0.000660922345498053	0.00884981527278445	0.00461857515528559	4.57154284971489
"7714522"	2.67283295213376	-2.7069237861931	1.10180610378687	-0.203685473148197	1.54892505819153	-1.65622799691875	0.278151429078585	0.285292082040635	0.0472659084806971	0.00161531703918094	0.0934110972057818	0.106801635974174	0.0119159710846652	0.0173408522445	0.00339882584440629	0.000154221553753859	0.0121033528831768	0.0158729264795092	5.06793655186295
"7714524"	2.26139435428136	-2.41161208224617	0.450773429616145	0.105710755385646	0.57607487467698	-0.935336995200572	0.311418830273793	0.354166242589952	0.0123739649091552	0.000680503893480447	0.0202092469090105	0.0532756167944314	0.00852979147222875	0.0137636393166498	0.000568899015486174	4.15396960313081e-05	0.00167418232357506	0.00506235953210305	4.0523212691162
"6178054"	1.56307528538889	-2.34388234061997	-2.03426523008503	0.609011980397978	0.866939917267574	1.26020330267878	0.110140426012439	0.247661542400414	0.186552945991407	0.0167200908002045	0.0338816817966009	0.0715926084912355	0.00407516877055756	0.0130013962605925	0.0115860051264784	0.00137872177274833	0.00379160322685217	0.00918962920390607	4.70984397491005
"6178594"	-1.3735655836397	-2.27570251110329	0.0203364546744829	1.03635035009324	-0.748446843562548	1.51224665961978	0.0861726743492942	0.236538450653794	1.88895345415532e-05	0.0490550776230731	0.0255854283732101	0.104451826361179	0.00314691206839328	0.0122560171101064	1.15789465785982e-06	0.00399243779933926	0.0028259651807499	0.0132331132440799	4.67912465045551
"6178596"	-1.41066186913093	-2.37150996733123	0.0159505950356403	0.969188311211562	-0.791647029685784	1.42841674140591	0.0881842451758311	0.249226980509775	1.12745424279148e-05	0.0416256935596291	0.0277720744258298	0.0904180237316887	0.00331918654671873	0.0133097007091653	7.12315413667065e-07	0.0034917351699535	0.00316160825887714	0.0118066482441199	4.75036987771302
"6178136"	1.62741426085631	-0.512532307667033	-0.94469703735238	-0.239802432803203	2.64795068297188	-0.468688326780575	0.145398279758669	0.0144213370330717	0.0489945914252611	0.00315696816914994	0.384930938163256	0.012059555698913	0.00441755577616894	0.000621671380016797	0.00249863989988099	0.00021376280086483	0.0353724115055875	0.00127111556105257	4.26794174772937
"6178064"	1.62785440230267	-3.00013021619717	-1.29586097519594	-0.826087246582436	1.75253445255912	0.284129740970474	0.0856815528452461	0.291029103963622	0.0542966499292167	0.0220652090789123	0.0993091674159313	0.00261029506865986	0.00441994559462448	0.0213009312764372	0.00470148859190944	0.00253674490440978	0.0154945159347538	0.000467143329840435	5.56124327969253
"6178066"	1.23885828940298	-1.30328803107238	-0.442808219038235	-0.416425908876682	1.49817085815934	-0.109180821394706	0.0907185601241977	0.100399997048904	0.0115900212675056	0.0102501063367456	0.132670869818641	0.000704604805618306	0.00255993577209173	0.0040197513975848	0.000548971641704762	0.000644615058185454	0.0113231581821664	6.8977821783171e-05	4.1131406146358
"6178082"	1.69059190056447	-1.37734244980489	-0.583918252968024	-0.154312937190533	2.00949876054321	0.0840316830459522	0.146550938403341	0.0972735803092899	0.0174829670175335	0.0012210001325664	0.207055380758225	0.000362073849757371	0.00476720002725083	0.00448954414736406	0.000954602718007619	8.8517601413052e-05	0.0203713762230151	4.08604255402247e-05	4.4161567704988
"6174634"	1.85654502801294	-2.89926634856053	-3.2501007450133	-2.79580050187737	1.70484011691464	1.50471140752803	0.0458320792389371	0.111772461637434	0.140459860487896	0.103937183303357	0.0386478998287248	0.0301068288122159	0.00574905920023997	0.0198927401954647	0.0295741458609311	0.029056099820709	0.0146626408422505	0.0131015653737817	8.67202870767296
"6174672"	2.68797217329503	-5.61581605697657	-3.25932464682342	-1.42557985274044	0.517776137567278	2.72482667668763	0.0768909343617504	0.335622717896586	0.113052675030434	0.0216276184610517	0.00285305185049807	0.0790138759904099	0.0120513401282389	0.0746352736812245	0.0297422490253875	0.00755454060446729	0.00135247406915061	0.0429629927591649	9.69364697061983
"6168860"	-5.94231157822341	-0.0881236997151597	-0.677936350406622	-0.884463669721536	-2.91892638394197	1.15856725631732	0.483136327096561	0.000106253757627609	0.00628834985578512	0.010703328403493	0.116574923202034	0.0183654407006338	0.058897470932427	1.83782360372172e-05	0.00128675660489351	0.0029079367687904	0.0429824501735111	0.00776710652898815	8.54910346431007
"6178126"	3.76117346688572	-1.941925979146	-6.54241436650323	-1.50283337682615	2.55987111850044	1.62448602045563	0.142673122227887	0.0380330173434766	0.431689545958288	0.022778079354664	0.0660893740982332	0.026615056633624	0.0235956819915048	0.00892449652333839	0.119838029085502	0.00839550115172344	0.0330583432856022	0.0152703403915589	9.95754507581224
"6168846"	-2.20400082102783	2.74317678923704	1.68608325629522	1.42881630193792	0.232639439821605	1.82397244467033	0.137142983822358	0.212450464585464	0.0802616570083618	0.0576372011603978	0.00152797685958123	0.0939261749089807	0.0081023184936806	0.0178084440433274	0.00795933154036418	0.00758888121433912	0.000273030755642473	0.0192510005905497	5.95147967636218
"7714526"	2.09395250539972	-2.5883496162601	0.0579719533616877	-0.0167378160386733	-0.503347665204792	-0.780852261730982	0.220153896084581	0.336386529852786	0.000168744097333288	1.40666377188621e-05	0.0127212222098	0.0306147323524192	0.00731340224381071	0.0158549273371441	9.40923753386711e-06	1.04141191559277e-06	0.00127814757712528	0.00352821064892182	4.4627611021292
"7714528"	2.94692221674438	-2.18079051059578	0.941635234460088	0.477810817229969	1.10293173700585	-1.05739376517577	0.437946452564165	0.239834449357709	0.0447145710081987	0.0115131886846357	0.0613452491391107	0.0563841655609788	0.0144851551988179	0.0112550201945107	0.00248246975214367	0.00084866622188189	0.00613680257190494	0.00646979100658847	4.45305610045195
"7700756"	-2.71813105313766	-1.45969926616514	1.2238531912861	-1.91353622877466	-2.37088229142829	-0.284670416685844	0.233668779198219	0.0673886388951964	0.0473716546541637	0.115806592594366	0.177778767478714	0.00256297623580922	0.0123232878018362	0.00504249133401826	0.00419350546490215	0.0136112603169469	0.0283572994855227	0.000468922892698835	5.62302542694436
"7700994"	-0.605807100900317	0.874330702588746	1.24381527446711	-0.245685984419424	-0.971134767228122	0.268119625035844	0.0223621512898772	0.0465796606802949	0.0942663374782045	0.00367794835303877	0.0574650603380398	0.00438028197899174	0.000612145309413639	0.00180913026662538	0.00433142037995674	0.000224380817530366	0.00475777488001953	0.000415981453453047	4.05114295721897
"7701278"	-0.526272319833421	1.07004866986681	1.19278462654401	-0.372169222692657	-0.735340554271986	0.613820317292668	0.0152749272232411	0.0631488078785562	0.0784661166120383	0.00763904387078609	0.0298218876421573	0.0207797640594172	0.000461962649269257	0.0027097264097952	0.00398329645709428	0.000514879822393357	0.00272785901286029	0.00218021478286073	4.25814997287034
"7701280"	-0.675868038914219	0.667765590209867	1.26597092124714	-0.279512219452297	-1.0335863302098	0.01750387537886	0.022883555564147	0.0223381785366235	0.0802873540941933	0.00391382391566288	0.053517177303196	1.53485767621655e-05	0.000761920442808119	0.00105527695348553	0.00448710285343205	0.000290420025520913	0.00538937493192043	1.77290386417591e-06	4.46786618584139
"166445170"	0.293340089436136	-0.251262414643212	0.368547835314601	0.168738564301664	2.04075366447375	-0.922161330639265	0.00849985603221847	0.00623625388951447	0.013417032108819	0.00281253171879819	0.411386371075905	0.0840006300200196	0.000143525360717931	0.000149407857908987	0.000380282458927763	0.000105840933371264	0.0210100000871227	0.00492074177172868	3.18174694024957
"7714170"	8.43044226532213	3.84531192428535	0.402052625745729	-2.80304078272586	-1.91242217956238	3.77967336003571	0.600831765480862	0.125001526828678	0.00136652623514145	0.0664218551873337	0.0309185922578022	0.120770456432936	0.118545896129292	0.0349930285038571	0.000452568548969674	0.0292067877728536	0.0184506821728046	0.0826656910515523	10.8761181260852
"166445169"	0.306819740817962	-0.157970803805702	0.347504986384224	0.203227837906579	2.07642569839828	-0.846051195553057	0.0083470094159866	0.00221267669620102	0.0107074581925122	0.0036621042187434	0.382293660550233	0.0634684062556301	0.0001570190713081	5.9057089118554e-05	0.000338096477041341	0.000153529330284081	0.0217509221782463	0.00414199955889009	3.35828729948257
"25075998"	-2.55661510208137	-2.04141513303272	-1.23446525485204	-2.51075869263127	0.305458319964949	-1.62067724949783	0.17212773041411	0.109744509600656	0.0401308061609825	0.166008410898444	0.0024571069480506	0.0691692734338768	0.0109022592952911	0.00986236430562726	0.00426654475554547	0.023433378735292	0.000470704989370779	0.0151988186353354	6.16225873055292
"166182043"	2.54623377986124	-8.02166246973144	-0.655145250936821	0.206408920789138	-0.782709390287441	3.67741633161699	0.0502851627558519	0.499082196019937	0.00332903609238373	0.000330445799378967	0.00475164949566704	0.10488875008908	0.01081390021533	0.152281501132969	0.00120169362844114	0.000158373271539348	0.00309062257476746	0.0782532461436517	11.3547700974816
"166182044"	2.66362423077581	-7.54897599228067	-0.696196344054792	0.400895603300731	-0.734879622106117	4.09654882421525	0.0555445185724672	0.446140224370953	0.00379453680512919	0.00125822375269608	0.00422792916448994	0.131380697610604	0.0118340042492339	0.134863513405395	0.00135700685244696	0.000597430717310426	0.00272444028698697	0.0971075577825974	11.3019232446714
"166182045"	-0.196283280203503	-2.30785712432862	-2.67867967317059	1.45531284017869	1.0045481342027	-0.501078346907939	0.0016538560002832	0.228638265452497	0.308015550742028	0.0909167287846935	0.0433184174043187	0.0107781035312403	6.42617311943986e-05	0.0126048075376556	0.0200890837008936	0.00787295345831688	0.00509080411977898	0.00145287427224462	4.82652389357765
"7718526"	7.6455440674479	3.54184440696318	0.760641636743226	-1.43497580843322	-1.43911517841851	3.23232049592034	0.591593233989923	0.126959546998685	0.00585553519670189	0.0208398968875967	0.0209603009570742	0.105739009723349	0.097499547159478	0.0296877537214454	0.00161986474387181	0.00765445229898762	0.0104480680278875	0.0604568608792532	9.94023831561863
"6178128"	3.54408244679747	-3.65527819616451	-3.66277005326843	0.902685595859387	1.77069735108688	3.33732874504978	0.157611402500178	0.167656684109917	0.168344646591792	0.0102247577134481	0.0393431089888254	0.139758418976473	0.0209504540544364	0.0316198097733948	0.0375610629113276	0.00302899102697496	0.0158173439814926	0.064448785770811	8.92709177616552
"6178154"	3.80017573519071	-2.36939337104504	-4.6084634814596	0.701411345902518	2.60604804014354	3.27750814898383	0.159020742664551	0.0618188261781389	0.233861492493773	0.00541741354880655	0.0747844408360115	0.118286171797711	0.0240875798907757	0.0132859532302067	0.0594608159918863	0.00182881820035958	0.0342617639575255	0.0621590433116667	9.52964652198935
