"coord.Dim.1"	"coord.Dim.2"	"coord.Dim.3"	"coord.Dim.4"	"cos2.Dim.1"	"cos2.Dim.2"	"cos2.Dim.3"	"cos2.Dim.4"	"contrib.Dim.1"	"contrib.Dim.2"	"contrib.Dim.3"	"contrib.Dim.4"	"dist"
"6130433"	1.99972426402588	-3.03407954399092	4.22085597727851	0.0942569473017243	0.0982250751920882	0.22611848256757	0.437605936128918	0.00021822719868999	0.026316896002781	0.0802289402554043	0.208531938634668	0.00014553918329098	6.38056197340169
"6129105"	1.92929996620912	-3.01909171575524	4.32234331666221	0.112627137485542	0.0897091394948993	0.219679631017361	0.450272782315744	0.000305719591109883	0.0244959307266366	0.079438263813043	0.218680486825055	0.000207797005967203	6.4414169427332
"6129147"	-2.28829027217172	0.964702088309578	-1.42138069973539	-2.75918710936981	0.150654766122078	0.0267760853806568	0.0581274772707997	0.219039758343479	0.0344601100860304	0.0081107976765667	0.0236478870145798	0.124714083049546	5.89548687115119
"6119334"	-1.68037275422878	4.91494003030649	-3.53998048203474	0.124892465392032	0.0500600162574057	0.42826853730573	0.222167976194404	0.000276536334086508	0.018582566439356	0.210529799609415	0.146680792803596	0.00025552045410122	7.51034933318473
"6119032"	-1.44638093078771	5.06446104508542	-2.74097337106015	0.341293172864098	0.0365967932093372	0.44868766170772	0.131427815650023	0.00203766534310597	0.0137676496741554	0.223534005714903	0.0879389237720152	0.00190813191225985	7.56068546819907
"6119398"	-3.54293040397275	6.58908682123617	-5.70535547216261	0.459206309484212	0.10110502563552	0.349701875258787	0.26218806456925	0.00169849078231159	0.0826075371560028	0.37837949298514	0.381010487700527	0.0034543702634348	11.1423359716232
"6119070"	-0.0662131423524533	2.56481633108799	-1.70169347046793	-0.0342299298108057	0.000139180589202312	0.208834772240436	0.0919290849464924	3.71965182115628e-05	2.88524588404513e-05	0.0573310203791957	0.0338948860715996	1.91939876218854e-05	5.61248074206967
"6119034"	0.178404782870495	3.93989066906226	-0.619032441521981	-0.64746316822432	0.00114507501478617	0.558456426483555	0.0137863014762739	0.0150817274524503	0.00020946304770943	0.135283699679792	0.00448537060770292	0.0068672574516947	5.27217143730807
"6119352"	-0.340734771435439	2.55847051805218	-1.27737436647256	-0.00137850440429993	0.00379026634085294	0.213696619823058	0.0532688366885598	6.20373352731362e-08	0.000764059784364329	0.057047676995682	0.0190988803132951	3.11293110610313e-08	5.53454076341996
"6118842"	2.16629397621316	1.99559718619208	5.25462228053892	-1.87331559617636	0.0979269273184875	0.0831023125515477	0.576169612382352	0.0732300349206824	0.030883692236702	0.0347074651775124	0.323187473541158	0.0574877208265258	6.92255361787435
"6118870"	3.96919250957873	3.94032687153709	0.613415151726655	-0.294571487840064	0.461445622479068	0.454758374005978	0.0110211065834032	0.00254154393010494	0.10368089990243	0.135313657034576	0.00440433669591392	0.0014214598909704	5.84308088070288
"6117292"	2.07558012704392	2.0875592102364	5.32648560157845	-1.85132237705524	0.0864907470061306	0.0874919800357207	0.569602852037053	0.0688105044112084	0.0283513301559108	0.0379799803371897	0.332087882034078	0.0561458025712953	7.05756163805466
"6116402"	0.324602232287186	0.884483362811904	2.76202271960244	-0.914710214481175	0.00500503407024995	0.0371606558528166	0.362375249307077	0.0397439558340845	0.000693421712289879	0.00681799168453022	0.0892947666908603	0.0137063005534758	4.58825961173292
"6117294"	0.0724929035345668	0.931647379143974	3.13150481510803	-0.855308651220864	0.000243873259417627	0.0402787817252579	0.455071210077535	0.0339483696892331	3.45848121653051e-05	0.00756450063936807	0.114783029034918	0.0119839205972041	4.64208836628819
"6116398"	0.308833607038809	0.880866419056929	2.80416177215511	-0.901413912937986	0.0047210369449492	0.0384068243402229	0.389219347589094	0.0402195127826921	0.000627687585887515	0.00676234367247934	0.0920402188313074	0.0133107248791486	4.49475324161572
"6129139"	-5.47321346765149	0.632763413480473	-5.28426699591792	-2.83266412422982	0.356876916914618	0.00476997831745398	0.332661996996943	0.0955925064337456	0.197142021573166	0.00348947307159434	0.326844378222035	0.131444784170753	9.16184959150571
"6118892"	3.50510838012703	2.633736622444	1.92618237892849	-0.225021608105462	0.473141566521404	0.267136287754487	0.142883806715198	0.00195000914982655	0.080853222542178	0.0604535510123667	0.0434276495656336	0.000829471829711607	5.09572402577012
"6118886"	3.55857479036264	2.67441962504509	1.86128603511357	-0.275453470145082	0.480954633665062	0.271650818898392	0.131576447193541	0.00288169765785403	0.0833386819206741	0.0623356125838409	0.0405506435953111	0.00124293863909279	5.13126024053185
"6119326"	3.43854581377347	2.69528301692007	2.05709030389253	-0.294169919908862	0.417519485807354	0.256528645743188	0.1494286363217	0.00305579097103513	0.0778115491833044	0.0633119777634737	0.0495311290678884	0.0014175869863786	5.32152909033153
"6118864"	3.45223191339769	2.69457803628724	2.04366940071984	-0.309852934867068	0.420129749587344	0.255955838352732	0.1472328755114	0.00338450170633134	0.0784321929101109	0.0632788622200208	0.0488869337291432	0.00157276711998503	5.32608686677391
"6119324"	3.95652982258496	3.98601423564993	0.696949853519454	-0.207373913836043	0.442731168993651	0.449354299768519	0.013737707751565	0.00121624049586913	0.103020420684741	0.138469722415616	0.00568557739707763	0.000704468278170112	5.94626684255484
"6119396"	1.34029566716327	2.90112100834944	-1.69756870267178	1.78211167775462	0.0643772020088782	0.301621682354707	0.103272713778293	0.113815314312318	0.0118221280502135	0.0733514694964526	0.0337307682740796	0.0520263101057983	5.28243990431107
"5881921"	0.280826754140906	-3.91533718065883	-3.94753731933615	-1.47914254836612	0.00163907249985645	0.318610100994773	0.323872215438762	0.0454717075518914	0.000519004821521007	0.133602771646174	0.182399650779733	0.035840433432607	6.93648415268443
"6118866"	3.80620829716522	4.00428967713837	0.895174191226672	-0.136193684983224	0.427987028799868	0.473692467370313	0.0236733984959138	0.000547973359295835	0.0953409631845387	0.139742370435431	0.00937964969022395	0.000303855522958399	5.81804730713124
"6130489"	-0.0448016093255389	-3.30998181873364	1.52150542566618	1.54016533410842	9.24022368777824e-05	0.504366777540629	0.106571791455651	0.109201836886715	1.32093564940412e-05	0.0954835038208464	0.0270968323529185	0.0388586654630307	4.6607131258442
"6130491"	0.251259252688684	-3.31154765605342	1.52188369605759	1.43572585720076	0.00305950256758429	0.531457711566549	0.112245676939977	0.0998963772053172	0.000415468937424276	0.0955738650411029	0.0271103074327373	0.0337672923001797	4.54251795639736
"6130493"	-0.120216477006773	-3.58883289205792	0.143472952588452	1.87789471424946	0.000651539905171521	0.580656778442919	0.000928010946127515	0.158984763830517	9.51091773138565e-05	0.112249290343416	0.000240941486520989	0.0577691093940497	4.7097026277385
"6129987"	-4.46012645066443	0.642522807596355	0.476409561263371	-3.40841977089446	0.421619069285324	0.00874989816561412	0.00481046256860487	0.246224947429209	0.13091480864078	0.00359794257570413	0.00265663843473931	0.190309007705868	6.86889771158269
"5881749"	1.30858620147642	-3.22343693883435	2.12111280246147	-2.41558854780184	0.0360860801253944	0.218964340180379	0.0948118381680333	0.122964843103567	0.0112693561644077	0.0905556365095156	0.0526622055800093	0.0955870628679199	6.88862402477758
"5881835"	1.21838128245146	-3.20282891140789	2.28279851026479	-2.39972662968499	0.0314128761036089	0.217074467717545	0.110274837220945	0.121861019242407	0.00976924201855467	0.0894014599695519	0.0609967470188957	0.0943358430482518	6.87431403360741
"5881495"	1.12354502549061	-3.23175943322663	2.05389696617242	-2.31569170947639	0.0258515346484853	0.21388652149117	0.0863898408564811	0.109816310540201	0.00830759649184919	0.0910238458791152	0.049377468477837	0.0878445201405884	6.98791021758816
"5881493"	1.05700513571245	-3.20703136033935	2.08367407393668	-2.2946248851212	0.0229073293946694	0.210875769034312	0.0890184118777929	0.107955224347626	0.00735273013812729	0.0896362221517565	0.0508195821349988	0.0862534731101908	6.98376901825768
"5882803"	0.651478167557432	-4.16099852057367	-2.19519466257511	-1.66674670799473	0.00850176878255689	0.346820436123131	0.0965285168635974	0.0556478986427484	0.00279314938855084	0.150894098077448	0.0564049982083577	0.0455084878655819	7.06553775442228
"5882763"	0.646471424191134	-4.1593166685297	-2.18162889670414	-1.66678187187944	0.00838255766596692	0.346993913881603	0.0954640025661959	0.0557231195062681	0.00275038250648326	0.150772141649207	0.0557100141057279	0.0455104080998846	7.0609162082552
