"coord.Dim.1"	"coord.Dim.2"	"coord.Dim.3"	"coord.Dim.4"	"cor.Dim.1"	"cor.Dim.2"	"cor.Dim.3"	"cor.Dim.4"	"cos2.Dim.1"	"cos2.Dim.2"	"cos2.Dim.3"	"cos2.Dim.4"	"contrib.Dim.1"	"contrib.Dim.2"	"contrib.Dim.3"	"contrib.Dim.4"
"permws"	-0.688889316546974	-0.111075565999839	0.297479106956208	0.480549788089155	-0.688889316546975	-0.111075565999839	0.297479106956208	0.480549788089155	0.474568490452558	0.0123377813621847	0.0884938190754629	0.230928098832532	5.4342871052609	0.187095546045691	1.8023274616049	6.58232348405341
"pctsilicicws"	0.141317656735532	-0.220640847745449	0.378719200839406	0.144649032898749	0.141317656735533	-0.220640847745451	0.378719200839409	0.14464903289875	0.0199706801052219	0.0486823836938314	0.14342823308444	0.0209233427185436	0.228684397642168	0.738241089919128	2.9211604376246	0.596394335888256
"elevws"	0.804740686208616	0.304457114998515	-0.0955787972343416	-0.0376991797091986	0.804740686208616	0.304457114998515	-0.0955787972343416	-0.0376991797091986	0.647607572039514	0.0926941348732189	0.00913530648076338	0.00142122815074645	7.41575883946193	1.40565465299079	0.186056087447382	0.0405103730561622
"sandws"	-0.491785639229077	0.0246869107182984	0.345228211113952	0.337072908325548	-0.491785639229078	0.0246869107182985	0.345228211113952	0.337072908325548	0.241853114951952	0.000609443560813239	0.119182517748939	0.113618145527043	2.76946171183265	0.00924187035311452	2.42735511842868	3.23854650559267
"sws"	-0.686591265118646	0.0163567111555113	0.154746640968657	-0.33680138556047	-0.686591265118649	0.0163567111555113	0.154746640968658	-0.336801385560471	0.471407565337226	0.000267541999824828	0.0239465228910826	0.113435173315453	5.39809132964467	0.00405712462216292	0.487711755097203	3.23333110611823
"nws"	-0.734155668260268	0.191298444881152	0.167737108081021	-0.454214931812284	-0.734155668260269	0.191298444881153	0.167737108081021	-0.454214931812284	0.538984545238682	0.0365950950139474	0.0281357374273841	0.206311204281238	6.17191579940827	0.554944125141804	0.573032249570294	5.88064896315868
"precip9120ws"	0.453816222474431	0.488152091402269	-0.0617703090922088	0.256134929484766	0.453816222474431	0.488152091402269	-0.0617703090922088	0.256134929484766	0.205949163780962	0.238292464340409	0.00381557108534701	0.0656051021021662	2.35832531571338	3.61357179427662	0.0777106087258172	1.86999332876324
"tmax9120ws"	-0.464636283930588	-0.128152782638162	0.249570535281664	0.0697326470116547	-0.464636283930588	-0.128152782638162	0.249570535281664	0.0697326470116547	0.215886876344826	0.0164231356979041	0.0622854520807761	0.00486264205925204	2.47212213182752	0.249047657028489	1.26854939606494	0.138603674403314
"tmean9120ws"	-0.770718052195361	-0.362484311319121	0.0238588559781944	-0.0523183460111368	-0.770718052195361	-0.36248431131912	0.0238588559781944	-0.0523183460111368	0.594006315979811	0.131394875952497	0.00056924500858822	0.00273720932934103	6.80197048121408	1.99252972169587	0.011593644867843	0.0780208096822275
"tmin9120ws"	-0.704945468919774	-0.362762328475112	-0.0592385923698907	-0.0827638634356754	-0.704945468919774	-0.362762328475112	-0.0592385923698907	-0.0827638634356755	0.496948114150521	0.131596506960685	0.00350921082596607	0.00684985709079914	5.69055633284163	1.9955873430355	0.0714710598579371	0.195246812402308
"wsareasqkmws"	0.318583786058097	0.123187366786801	0.858877033435462	-0.187388073759333	0.318583786058097	0.123187366786801	0.858877033435462	-0.187388073759334	0.101495628739111	0.0151751273358659	0.7376697585629	0.0351142901872334	1.16222715497046	0.230122309017315	15.0239019780537	1.0008899657244
