"Variable"	"N"	"NumNAs"	"Min"	"Max"	"Mean"	"Median"	"SD"	"Kurtosis"	"Skewness"	"SkewnessSq"
"QC_04"	71034	0	0	301501.701	1082.88663293634	5.0695	12353.0235907959	380.678070238732	18.7665180275396	352.182198877969
"QC_05"	71034	0	0	910625.568	2904.09994885548	2.3135	40805.9827702044	369.955336393756	18.8505100883772	355.341730592011
"QC_08"	71034	0	0	86349.461	303.728903778472	0.58	4226.71184080635	356.765740753416	18.5600512165147	344.475501159648
"QC_MA"	71034	0	0	317884.606	1001.98051444379	2.136	13138.3696910069	390.381025398018	19.2223279381251	369.497891360824
"SLOPE"	71023	11	1e-05	0.83333333	0.0465173059793306	0.02597299	0.0568712615015635	9.85905540153905	2.17477297731779	4.72963750287168
"al2o3ws"	70896	138	3.575	16.68	13.5875178444482	14.28965	2.11830252597078	3.13984660756664	-0.988726539972357	0.977580170845709
"bfiws"	70879	155	31.2379	87.0268	60.2554386941125	61.6418	11.5461738396728	2.53953866128861	-0.30664144791546	0.0940289775796898
"caows"	70896	138	0.5681	24.5113	5.36996056618145	5.45155	2.59170088503197	2.15285965720098	-0.00908617764344577	8.25586241682538e-05
"clayws"	70921	113	2.32711942817056	46.52	26.1126412421267	25.8621228359439	8.1404374995937	2.9437985072017	-0.219357777276674	0.0481178344517631
"compstrgthws"	70896	138	0.4999	206.3885	111.003460130332	107.7071	43.6435686884841	2.67546879963646	0.25270312049867	0.0638588671097656
"elevws"	71034	0	0	2717.8481	1135.28207611989	1259.52565	547.994841166304	2.19474290017049	-0.365411763698021	0.133525757048898
"fe2o3ws"	70896	138	2.0902	35.4941	7.57965190842925	7.54645	2.89035380778409	8.16204877003722	1.07356949245815	1.15255145513684
"hydrlcondws"	70896	138	0	365.7375	8.64485939404198	0.4362	26.8302411110011	37.3836888324413	5.28860565267061	27.9693497494595
"k2ows"	70896	138	0.295	4.5	1.8235434058339	1.82195	0.667113540480961	3.00767952643188	0.572950512674443	0.328272289973907
"kffactws"	70974	60	0	0.55	0.314630771831938	0.33	0.0768061213341133	3.53312031497357	-0.411369956364028	0.169225240998942
"mgows"	70896	138	0.37	26.9735	3.63382608045588	3.39885	2.20204512715317	29.6566687293943	3.29397267856867	10.8502560071569
"na2ows"	70896	138	0.2855	4.1239	2.42955150361092	2.7152	0.810452013483368	2.47218435802762	-0.770797298467591	0.594128475324937
"nws"	70896	138	0.0036	0.9425	0.0622874661475965	0.0342	0.0869852445965518	12.9078274362586	2.94065207248444	8.64743461140706
"omws"	70921	113	0.09	31.72	1.85104062521166	1.46	1.15938603758397	184.530997193677	8.48441211983487	71.9852490192009
"p2o5ws"	70896	138	0.08	0.335	0.223235525276461	0.2171	0.0711601316493803	1.74341750711751	0.0765907571295056	0.00586614407767091
"pctalkintruvolws"	71034	0	0	100	0.703277726159304	0	6.36304920760303	152.801331723127	11.7163721674049	137.27337676514
"pctalluvcoastws"	71034	0	0	100	2.64755778922769	0	10.3663983794191	49.8436985399572	6.35402396409384	40.3736205362788
"pctcarbresidws"	71034	0	0	98.33	0.106369344257679	0	1.51005413464536	1504.16516049327	34.2459598165593	1172.78576375739
"pctcoastcrsws"	71034	0	0	100	0.0671871216600501	0	2.01122387989566	1519.83924415809	36.9858740025286	1367.95487573092
"pctcolluvsedws"	71034	0	0	100	0.516381732691387	0	4.80697459460566	210.37090584862	13.5148852740442	182.652123970577
"pcteolcrsws"	71034	0	0	100	0.186953712306783	0	3.64470804742991	604.427855843834	23.7823436341826	565.599868734345
"pcteolfinews"	71034	0	0	100	0.455248894895402	0	5.80477864147352	224.526220880887	14.6089725249665	213.422078235225
"pctextruvolws"	71034	0	0	100	5.962588337979	0	19.631434072155	16.1928665023092	3.71900599085901	13.8310055600452
"pctglaclakecrsws"	71034	0	0	100	3.68563209167441	0	16.8878530647475	26.9840304954835	4.97339646852556	24.7346724331425
"pctglaclakefinews"	71034	0	0	100	0.678465945885069	0	5.82621974816547	194.079333828498	12.9721257400022	168.276046214428
"pctglactilclayws"	71034	0	0	0	0	0	0	NA	NA	NA
"pctglactilcrsws"	71034	0	0	100	1.07389390995861	0	6.69474441890955	101.861919807605	9.18395500249037	84.345029487768
"pctglactilloamws"	71034	0	0	0.92	0.00254892023538024	0	0.0447816163438048	314.552290264028	17.6404676018978	311.186097213606
"pcthydricws"	71034	0	0	0	0	0	0	NA	NA	NA
"pctnoncarbresidws"	71034	0	0	100	29.6100746121576	3.43	38.4935722740225	2.15023957647302	0.902352278663545	0.814239634809291
"pctsallakews"	71034	0	0	100	1.17550299856407	0	8.58147348964617	92.533821389246	9.13048415253516	83.3657408596957
"pctsilicicws"	71034	0	0	100	53.030455978827	57.75	41.5888929381034	1.32909186257041	-0.128656023195391	0.0165523723044531
"permws"	70921	113	0.69	40.73	4.9385866885143	3.33592876739095	4.95861174962888	20.7386375881966	3.78628511551275	14.3359549759534
"precip9120ws"	71034	0	173.814187625659	4743.88870481881	990.829834642414	631.904383138364	793.166902708363	4.17275031224901	1.30001974436074	1.69005133572776
"rckdepws"	70921	113	42.38	152.4	104.859662063559	107.767997791682	25.9475907163383	2.38002100939483	-0.162156096453485	0.0262945996170319
"runoffws"	71034	0	10	2911	593.22286525889	252.17145	612.746011349224	3.90106551901858	1.2798335043154	1.63797379876823
"sandws"	70921	113	3.56	92.3168924786228	26.6332451677646	24.8405996417725	10.9997027149999	7.57756409624129	1.7906600212146	3.20646331157626
